folder,filename,filepath,heuristic1,heuristic2,board_size,games_in_tournament,tournament_number,game_number,winner,end_condition,rounds,duration_seconds,P1/MAX-max nodes,P1/MAX-max cutoffs,P1/MAX-max avgCutIdx,P1/MAX-max firstChildCut,P1/MAX-min nodes,P1/MAX-min cutoffs,P1/MAX-min avgCutIdx,P1/MAX-min firstChildCut,P2/MIN-max nodes,P2/MIN-max cutoffs,P2/MIN-max avgCutIdx,P2/MIN-max firstChildCut,P2/MIN-min nodes,P2/MIN-min cutoffs,P2/MIN-min avgCutIdx,P2/MIN-min firstChildCut,[Visited]lookups,[Visited]hits,[Visited]inserts,[Visited]hit_rate
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,89,2,objective,26,0.444561,5645,4628,0.0460242,97.1478,2076,796,0.110553,90.5779,2720,1315,0.259316,81.8251,6189,4553,0.0854382,94.6189,32124,1189,30981,3.70128
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,90,2,objective,24,0.417906,4787,3881,0.0626127,96.1608,1890,682,0.0381232,97.0674,2782,1333,0.273068,81.5454,6417,4798,0.076907,95.5607,30148,1316,28873,4.36513
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,91,2,objective,32,0.465834,5616,4311,0.0675017,95.9174,2412,967,0.0506722,96.2771,2851,1308,0.215596,83.945,6564,4753,0.0852093,94.6139,33618,1136,32527,3.37914
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,92,1,objective,15,0.388156,4609,3534,0.0704584,95.7272,1879,844,0.0319905,97.6303,2261,1137,0.189094,86.5435,5245,3856,0.0785788,95.2282,27553,986,26613,3.57856
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,93,2,objective,34,0.465948,5610,4163,0.0691809,95.8203,2518,1109,0.0522994,95.6718,2811,1248,0.230769,82.9327,6612,4880,0.0911885,94.1803,33810,1116,32736,3.3008
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,94,2,objective,28,0.51428,5745,4268,0.0845829,94.283,2523,1089,0.0826446,94.123,3330,1536,0.230469,83.0078,8185,6177,0.0796503,95.1757,38532,1656,36941,4.29773
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,95,2,objective,30,0.445296,5807,4703,0.0535828,96.4703,2218,851,0.0987074,92.1269,2738,1283,0.242401,82.6189,6658,5082,0.0698544,95.8481,33450,1103,32379,3.29746
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,96,2,objective,28,0.529818,5909,4381,0.0899338,94.2707,2618,1139,0.0851624,93.9421,3379,1563,0.237364,82.7255,8300,6254,0.0797889,95.2031,39233,1708,37593,4.35348
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,97,2,objective,26,0.471664,5793,4459,0.0652613,96.0081,2475,1029,0.0485909,96.1127,2762,1343,0.219657,84.0655,6356,4566,0.0889181,94.3714,33772,1113,32705,3.29563
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,98,2,objective,28,0.445061,5210,4233,0.0647295,96.1257,2096,757,0.0647292,94.9802,2966,1356,0.244838,83.7021,6908,5207,0.086038,94.9299,32409,1513,30952,4.66846
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,99,2,objective,30,0.531253,6086,4453,0.100606,93.5549,2760,1277,0.0931872,93.7353,3371,1581,0.275142,80.0759,8201,6134,0.0808608,95.1255,39941,1855,38168,4.64435
A,Ad-Gd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Gd_s_7_100-1.txt,Ad,Gd,7,100,1,100,1,objective,15,0.458528,4977,3868,0.07394,95.6567,2001,879,0.0284414,97.8385,2284,1135,0.205286,85.6388,5317,3924,0.0792559,95.2854,28636,1091,27592,3.80989
A,Ad-Hd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Hd_s_7_100-1.txt,Ad,Hd,7,100,1,1,2,objective,32,0.742641,6244,4748,0.0781382,95.4086,2684,1202,0.0923461,92.3461,4307,2150,0.662326,57.3488,12159,8860,0.395485,78.6569,57745,2646,55201,4.58221
A,Ad-Hd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Hd_s_7_100-1.txt,Ad,Hd,7,100,1,2,2,objective,28,0.715014,5153,3978,0.0409754,97.2348,2145,987,0.0790274,93.5157,4408,2307,0.594712,59.4712,11988,8622,0.379958,79.0072,54828,2326,52593,4.24236
A,Ad-Hd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Hd_s_7_100-1.txt,Ad,Hd,7,100,1,3,1,objective,25,0.64561,5433,4235,0.0706021,95.6553,2276,926,0.062635,95.1404,4076,2032,0.519685,65.4035,10347,7352,0.365071,79.3662,48177,2298,45952,4.76991
A,Ad-Hd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Hd_s_7_100-1.txt,Ad,Hd,7,100,1,4,2,objective,32,0.7868,6027,4592,0.0781794,95.4268,2592,1182,0.0930626,92.978,4600,2409,0.674969,57.0361,12625,9013,0.403861,78.2425,59190,2917,56394,4.9282
A,Ad-Hd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Hd_s_7_100-1.txt,Ad,Hd,7,100,1,5,1,objective,31,0.727783,5853,4976,0.0415997,97.2669,2060,709,0.090268,92.5247,4931,2648,0.563066,61.1405,12150,8117,0.297893,81.1137,56730,2705,54123,4.7682
