ply number,player type,move,score
1,MIN,f5,0
2,MAX,f4,2
3,MIN,e3,0
4,MAX,d2,3
5,MIN,e2,0
6,MAX,d3,1
7,MIN,c4,0
8,MAX,c5,2
9,MIN,d6,1
10,MAX,c6,3
11,MIN,d7,3
12,MAX,c7,4
13,MIN,b7,3
14,MAX,a7,5
15,MIN,b6,4
16,MAX,b5,6
17,MIN,b4,5
18,MAX,a4,6
19,MIN,a3,5
20,MAX,a2,899
21,MIN,b3,994
22,MAX,c2,995
23,MIN,c3,996
24,MAX,b2,997
25,MIN,c1,998
26,MAX,b1,999
27,MIN,a1,1000
