ply number,player type,move,score
1,MIN,e7,0
2,MAX,d7,2
3,MIN,c7,1
4,MAX,b6,2
5,MIN,c6,1
6,MAX,b5,3
7,MIN,c4,0
8,MAX,c5,3
9,MIN,d5,-1
10,MAX,e4,1
11,MIN,f5,0
12,MAX,f4,2
13,MIN,g3,1
14,MAX,f2,4
15,MIN,g2,3
16,MAX,g1,6
17,MIN,f1,5
18,MAX,e1,7
19,MIN,e2,7
20,MAX,d1,897
21,MIN,c1,896
22,MAX,c2,898
23,MIN,d2,897
24,MAX,d3,898
25,MIN,e3,898
26,MAX,d4,899
27,MIN,c3,899
28,MAX,b2,994
29,MIN,a3,995
30,MAX,a4,996
31,MIN,a5,997
32,MAX,a6,998
33,MIN,a7,999
