ply number,player type,move,score
1,MIN,g5,0
2,MAX,g4,2
3,MIN,g3,1
4,MAX,f2,2
5,MIN,f3,1
6,MAX,e2,3
7,MIN,d3,0
8,MAX,e3,3
9,MIN,e4,-1
10,MAX,d5,1
11,MIN,e6,0
12,MAX,d6,2
13,MIN,c7,1
14,MAX,b6,4
15,MIN,b7,3
16,MAX,a7,6
17,MIN,a6,5
18,MAX,a5,7
19,MIN,b5,7
20,MAX,a4,897
21,MIN,a3,896
22,MAX,b3,898
23,MIN,b4,897
24,MAX,c4,898
25,MIN,c5,898
26,MAX,d4,899
27,MIN,c3,899
28,MAX,b2,994
29,MIN,c1,995
30,MAX,d2,996
31,MIN,e1,997
32,MAX,f1,998
33,MIN,g1,999
