ply number,player type,move,score
1,MIN,g6,-2
2,MAX,g5,1
3,MIN,f6,0
4,MAX,e6,2
5,MIN,d7,1
6,MAX,c7,3
7,MIN,b7,2
8,MAX,c6,5
9,MIN,d5,3
10,MAX,c4,5
11,MIN,b3,2
12,MAX,a4,7
13,MIN,b5,3
14,MAX,a6,7
15,MIN,a5,3
16,MAX,b4,4
17,MIN,c3,2
18,MAX,d3,3
19,MIN,e4,2
20,MAX,f4,4
21,MIN,g3,3
22,MAX,g2,5
23,MIN,g1,4
24,MAX,f1,8
25,MIN,f2,6
26,MAX,e1,899
27,MIN,e2,898
28,MAX,d1,994
29,MIN,d2,995
30,MAX,c2,996
31,MIN,c1,997
32,MAX,b1,998
33,MIN,b2,999
