ply number,player type,move,score
1,MAX,e4,
2,MIN,f5,-4
3,MAX,f4,0
4,MIN,g3,-1
5,MAX,f2,1
6,MIN,g1,-1
7,MAX,g2,2
8,MIN,f3,1
9,MAX,e2,3
10,MIN,e3,2
11,MAX,d2,4
12,MIN,d3,3
13,MAX,c2,5
14,MIN,c3,3
15,MAX,b2,5
16,MIN,b3,1
17,MAX,a4,2
18,MIN,a5,-1
19,MAX,b5,0
20,MIN,c6,-2
21,MAX,b7,0
22,MIN,b6,-3
23,MAX,c5,-2
24,MIN,d4,-897
25,MAX,c4,-897
26,MIN,d5,-898
27,MAX,d6,-897
28,MIN,e6,-899
29,MAX,e7,-899
30,MIN,f6,-998
31,MAX,g5,-999
