ply number,player type,move,score
1,MAX,d4,
2,MIN,d3,-1
3,MAX,c2,0
4,MIN,b3,-2
5,MAX,a2,0
6,MIN,a3,-2
7,MAX,b2,-1
8,MIN,c3,-4
9,MAX,c4,-3
10,MIN,b4,-5
11,MAX,a4,-4
12,MIN,b5,-5
13,MAX,c5,-4
14,MIN,c6,-6
15,MAX,d6,-2
16,MIN,d7,-4
17,MAX,e7,0
18,MIN,f7,-1
19,MAX,e6,0
20,MIN,d5,-2
21,MAX,e4,-1
22,MIN,f3,-895
23,MAX,e2,-895
24,MIN,f2,-897
25,MAX,g1,-896
26,MIN,f1,-898
27,MAX,e1,-898
28,MIN,d1,-899
29,MAX,c1,-899
30,MIN,d2,-992
31,MAX,e3,-993
32,MIN,f4,-994
33,MAX,g4,-995
34,MIN,f5,-996
35,MAX,g5,-997
36,MIN,g6,-998
37,MAX,f6,-999
