ply number,player type,move,score
1,MAX,d6,
2,MIN,e6,0
3,MAX,d5,2
4,MIN,c6,1
5,MAX,b5,3
6,MIN,c5,0
7,MAX,b4,2
8,MIN,c4,-1
9,MAX,d3,2
10,MIN,d2,-2
11,MAX,e2,4
12,MIN,e3,4
13,MAX,f4,4
14,MIN,g5,4
15,MAX,g4,6
16,MIN,f3,4
17,MAX,f2,6
18,MIN,g3,5
19,MAX,g2,6
20,MIN,g1,5
21,MAX,f1,989
22,MIN,e1,990
23,MAX,d1,991
24,MIN,c1,992
25,MAX,b1,993
26,MIN,c2,994
27,MAX,b3,995
28,MIN,c3,996
29,MAX,b2,997
30,MIN,a3,998
31,MAX,a2,999
32,MIN,a1,1000
