ply number,player type,move,score
1,MAX,e4,
2,MIN,f5,0
3,MAX,f4,2
4,MIN,e3,0
5,MAX,d2,3
6,MIN,e2,0
7,MAX,d3,1
8,MIN,c4,0
9,MAX,c5,2
10,MIN,d6,1
11,MAX,c6,4
12,MIN,d7,3
13,MAX,c7,5
14,MIN,b7,4
15,MAX,a7,6
16,MIN,a6,5
17,MAX,a5,6
18,MIN,b6,5
19,MAX,b5,6
20,MIN,b4,5
21,MAX,a4,991
22,MIN,a3,992
23,MAX,a2,993
24,MIN,b3,994
25,MAX,c2,995
26,MIN,c3,996
27,MAX,b2,997
28,MIN,c1,998
29,MAX,b1,999
30,MIN,a1,1000
